,cantidad,nombre,categoria,precio,dia,dia_semana,mes
1058,4,Agua mineral,Bebidas,5000,30,4,5
1059,5,Milanesa,Carniceria,13000,31,5,5
1060,3,Pollo,Carniceria,14800,31,5,5
1061,2,Pan frances,Panaderia,6500,31,5,5
1062,3,Agua mineral,Bebidas,5000,31,5,5
1063,4,Galletitas de chocolate,Galletitas y Snacks,5000,31,5,5
1064,5,Empanadas,Congelados,10800,31,5,5
1065,4,Tortas,Panaderia,12200,31,5,5
1066,5,Manies,Galletitas y Snacks,4400,31,5,5
1067,3,Queso cremoso,Lacteos,13800,31,5,5
1068,1,Cebolla,Frutas y Verduras,3400,31,5,5
1069,3,Medialunas,Panaderia,2800,1,6,6
1070,6,Salchicha,Carniceria,9000,1,6,6
1071,3,Pizza congelada,Congelados,12400,1,6,6
1072,6,Galletitas de agua,Galletitas y Snacks,4200,1,6,6
1073,6,Medialunas,Panaderia,2800,1,6,6
1074,4,Arroz,Conservas,3400,1,6,6
1075,1,Agua mineral,Bebidas,5000,1,6,6
1076,5,Galletitas de agua,Galletitas y Snacks,4200,1,6,6
1077,1,Cerveza,Bebidas,9200,1,6,6
1078,5,Galletitas de agua,Galletitas y Snacks,4200,1,6,6
1079,6,Lentejas,Conservas,2600,1,6,6
1080,2,Cerveza,Bebidas,9200,1,6,6
1081,5,Agua mineral,Bebidas,5000,1,6,6
1082,3,Empanadas,Congelados,10800,1,6,6
1083,4,Pollo,Carniceria,14800,1,6,6
1084,3,Vino tinto,Bebidas,10800,2,7,6
1085,5,Zanahorias,Frutas y Verduras,2600,2,7,6
1086,5,Manteca,Lacteos,4500,2,7,6
1087,2,Manzanas,Frutas y Verduras,5200,2,7,6
1088,4,Pizza congelada,Congelados,12400,2,7,6
1089,5,Empanadas,Congelados,10800,2,7,6
1090,2,Queso rallado,Lacteos,15400,2,7,6
1091,5,Manteca,Lacteos,4500,2,7,6
1092,3,Asado,Carniceria,22800,2,7,6
1093,6,Atun enlatado,Conservas,5000,2,7,6
1094,3,Milanesa,Carniceria,13000,2,7,6
1095,6,Leche,Lacteos,9800,2,7,6
1096,2,Papas fritas,Congelados,6600,2,7,6
1097,3,Jugos de frutas,Bebidas,7600,2,7,6
1098,4,Vino tinto,Bebidas,10800,2,7,6
1099,3,Milanesa,Carniceria,13000,2,7,6
1100,4,Manzanas,Frutas y Verduras,5200,2,7,6
1101,5,Lentejas,Conservas,2600,3,1,6
1102,3,Yogur,Lacteos,4200,3,1,6
1103,5,Milanesa,Carniceria,13000,3,1,6
1104,5,Pollo,Carniceria,14800,3,1,6
1105,6,Agua mineral,Bebidas,5000,3,1,6
1106,6,Facturas,Panaderia,9900,3,1,6
1107,2,Cerveza,Bebidas,9200,3,1,6
1108,5,Zanahorias,Frutas y Verduras,2600,3,1,6
1109,4,Manies,Galletitas y Snacks,4400,3,1,6
1110,1,Manies,Galletitas y Snacks,4400,3,1,6
1111,2,Zanahorias,Frutas y Verduras,2600,3,1,6
1112,4,Pollo,Carniceria,14800,4,2,6
1113,1,Galletitas de chocolate,Galletitas y Snacks,5000,4,2,6
1114,1,Jugos de frutas,Bebidas,7600,4,2,6
1115,5,Pan integral,Panaderia,10000,4,2,6
1116,3,Garbanzos,Conservas,2900,4,2,6
1117,3,Manteca,Lacteos,4500,4,2,6
1118,1,Pollo,Carniceria,14800,4,2,6
1119,3,Galletitas de chocolate,Galletitas y Snacks,5000,4,2,6
1120,6,Facturas,Panaderia,9900,4,2,6
1121,2,Tomates,Frutas y Verduras,5200,4,2,6
1122,6,Zanahorias,Frutas y Verduras,2600,5,3,6
1123,1,Zanahorias,Frutas y Verduras,2600,5,3,6
1124,6,Agua mineral,Bebidas,5000,5,3,6
1125,3,Pan frances,Panaderia,6500,5,3,6
1126,5,Cerveza,Bebidas,9200,5,3,6
1127,3,Arroz,Conservas,3400,5,3,6
1128,2,Pollo,Carniceria,14800,5,3,6
1129,1,Manies,Galletitas y Snacks,4400,5,3,6
1130,2,Queso rallado,Lacteos,15400,5,3,6
1131,2,Bananas,Frutas y Verduras,5800,5,3,6
1132,6,Pizza congelada,Congelados,12400,5,3,6
1133,5,Papas fritas,Congelados,6600,5,3,6
1134,1,Facturas,Panaderia,9900,6,4,6
1135,3,Yogur,Lacteos,4200,6,4,6
1136,1,Facturas,Panaderia,9900,6,4,6
1137,6,Arroz,Conservas,3400,6,4,6
1138,2,Medialunas,Panaderia,2800,6,4,6
1139,2,Manteca,Lacteos,4500,6,4,6
1140,1,Empanadas,Congelados,10800,6,4,6
1141,5,Salchicha,Carniceria,9000,6,4,6
1142,6,Chorizo,Carniceria,9000,6,4,6
1143,3,Empanadas,Congelados,10800,6,4,6
1144,1,Vino tinto,Bebidas,10800,6,4,6
1145,4,Pollo,Carniceria,14800,7,5,6
1146,1,Lechugas,Frutas y Verduras,3400,7,5,6
1147,6,Bananas,Frutas y Verduras,5800,7,5,6
1148,5,Pan integral,Panaderia,10000,7,5,6
1149,2,Medialunas,Panaderia,2800,7,5,6
1150,2,Galletitas de agua,Galletitas y Snacks,4200,7,5,6
1151,3,Vino tinto,Bebidas,10800,7,5,6
1152,2,Tomates,Frutas y Verduras,5200,7,5,6
1153,4,Zanahorias,Frutas y Verduras,2600,7,5,6
1154,1,Bananas,Frutas y Verduras,5800,7,5,6
1155,5,Chorizo,Carniceria,9000,7,5,6
1156,6,Galletitas de agua,Galletitas y Snacks,4200,8,6,6
1157,4,Vino tinto,Bebidas,10800,8,6,6
1158,2,Facturas,Panaderia,9900,8,6,6
1159,2,Atun enlatado,Conservas,5000,8,6,6
1160,5,Arroz,Conservas,3400,8,6,6
1161,4,Medialunas,Panaderia,2800,8,6,6
1162,1,Jugos de frutas,Bebidas,7600,8,6,6
1163,4,Lechugas,Frutas y Verduras,3400,8,6,6
1164,1,Zanahorias,Frutas y Verduras,2600,8,6,6
1165,5,Cebolla,Frutas y Verduras,3400,8,6,6
1166,6,Hamburgesas congeladas,Congelados,7600,8,6,6
1167,5,Vino tinto,Bebidas,10800,8,6,6
1168,4,Zanahorias,Frutas y Verduras,2600,9,7,6
1169,6,Cebolla,Frutas y Verduras,3400,9,7,6
1170,3,Papas fritas,Congelados,6600,9,7,6
1171,6,Chorizo,Carniceria,9000,9,7,6
1172,4,Lechugas,Frutas y Verduras,3400,9,7,6
1173,3,Pan integral,Panaderia,10000,9,7,6
1174,2,Jugos de frutas,Bebidas,7600,9,7,6
1175,6,Queso cremoso,Lacteos,13800,9,7,6
1176,3,Facturas,Panaderia,9900,9,7,6
1177,1,Galletitas de agua,Galletitas y Snacks,4200,10,1,6
1178,1,Milanesa,Carniceria,13000,10,1,6
1179,1,Pan frances,Panaderia,6500,10,1,6
1180,3,Arroz,Conservas,3400,11,2,6
1181,2,Lechugas,Frutas y Verduras,3400,11,2,6
1182,1,Hamburgesas congeladas,Congelados,7600,11,2,6
1183,4,Cerveza,Bebidas,9200,11,2,6
1184,3,Queso rallado,Lacteos,15400,11,2,6
1185,1,Bananas,Frutas y Verduras,5800,11,2,6
1186,3,Jugos de frutas,Bebidas,7600,11,2,6
1187,1,Bananas,Frutas y Verduras,5800,11,2,6
1188,1,Jugos de frutas,Bebidas,7600,11,2,6
1189,2,Salchicha,Carniceria,9000,11,2,6
1190,5,Manzanas,Frutas y Verduras,5200,11,2,6
1191,6,Costilla de cerdo,Carniceria,11400,12,3,6
1192,4,Manteca,Lacteos,4500,12,3,6
1193,2,Garbanzos,Conservas,2900,12,3,6
1194,5,Pollo,Carniceria,14800,12,3,6
1195,3,Tortas,Panaderia,12200,12,3,6
1196,1,Salchicha,Carniceria,9000,12,3,6
1197,5,Pan frances,Panaderia,6500,12,3,6
1198,3,Queso cremoso,Lacteos,13800,12,3,6
1199,3,Lechugas,Frutas y Verduras,3400,12,3,6
1200,6,Costilla de cerdo,Carniceria,11400,12,3,6
1201,4,Cebolla,Frutas y Verduras,3400,12,3,6
1202,2,Atun enlatado,Conservas,5000,12,3,6
1203,5,Tomates,Frutas y Verduras,5200,12,3,6
1204,6,Tortas,Panaderia,12200,12,3,6
1205,3,Galletitas de agua,Galletitas y Snacks,4200,12,3,6
1206,2,Pizza congelada,Congelados,12400,13,4,6
1207,1,Lechugas,Frutas y Verduras,3400,13,4,6
1208,1,Hamburgesas congeladas,Congelados,7600,13,4,6
1209,3,Galletitas de chocolate,Galletitas y Snacks,5000,13,4,6
1210,1,Salchicha,Carniceria,9000,13,4,6
1211,6,Yogur,Lacteos,4200,13,4,6
1212,2,Queso rallado,Lacteos,15400,13,4,6
1213,6,Lentejas,Conservas,2600,13,4,6
1214,1,Lechugas,Frutas y Verduras,3400,13,4,6
1215,4,Lechugas,Frutas y Verduras,3400,13,4,6
1216,2,Medialunas,Panaderia,2800,13,4,6
1217,6,Pizza congelada,Congelados,12400,13,4,6
1218,3,Papas chips,Galletitas y Snacks,6800,14,5,6
1219,4,Leche,Lacteos,9800,14,5,6
1220,2,Arroz,Conservas,3400,14,5,6
1221,3,Garbanzos,Conservas,2900,14,5,6
1222,2,Galletitas de chocolate,Galletitas y Snacks,5000,14,5,6
1223,6,Zanahorias,Frutas y Verduras,2600,14,5,6
1224,5,Cerveza,Bebidas,9200,14,5,6
1225,5,Lechugas,Frutas y Verduras,3400,14,5,6
1226,3,Facturas,Panaderia,9900,15,6,6
1227,3,Galletitas de chocolate,Galletitas y Snacks,5000,15,6,6
1228,5,Chorizo,Carniceria,9000,15,6,6
1229,3,Costilla de cerdo,Carniceria,11400,15,6,6
1230,5,Tomates,Frutas y Verduras,5200,15,6,6
1231,5,Bananas,Frutas y Verduras,5800,15,6,6
1232,1,Pollo,Carniceria,14800,15,6,6
1233,2,Asado,Carniceria,22800,15,6,6
1234,1,Asado,Carniceria,22800,15,6,6
1235,5,Agua mineral,Bebidas,5000,15,6,6
1236,5,Garbanzos,Conservas,2900,15,6,6
1237,4,Papas chips,Galletitas y Snacks,6800,15,6,6
1238,2,Hamburgesas congeladas,Congelados,7600,15,6,6
1239,5,Arroz,Conservas,3400,15,6,6
1240,3,Garbanzos,Conservas,2900,15,6,6
1241,6,Agua mineral,Bebidas,5000,16,7,6
1242,1,Papas fritas,Congelados,6600,16,7,6
1243,1,Vino tinto,Bebidas,10800,16,7,6
1244,3,Queso cremoso,Lacteos,13800,16,7,6
1245,3,Cerveza,Bebidas,9200,16,7,6
1246,4,Queso rallado,Lacteos,15400,16,7,6
1247,1,Asado,Carniceria,22800,16,7,6
1248,2,Atun enlatado,Conservas,5000,16,7,6
1249,3,Tomates,Frutas y Verduras,5200,16,7,6
1250,1,Leche,Lacteos,9800,16,7,6
1251,1,Leche,Lacteos,9800,16,7,6
1252,6,Chorizo,Carniceria,9000,16,7,6
1253,3,Pan frances,Panaderia,6500,16,7,6
1254,2,Arroz,Conservas,3400,16,7,6
1255,4,Hamburgesas congeladas,Congelados,7600,16,7,6
1256,5,Empanadas,Congelados,10800,16,7,6
1257,2,Tomates,Frutas y Verduras,5200,17,1,6
1258,4,Chorizo,Carniceria,9000,17,1,6
1259,5,Pizza congelada,Congelados,12400,17,1,6
1260,1,Bananas,Frutas y Verduras,5800,17,1,6
1261,2,Lentejas,Conservas,2600,17,1,6
1262,4,Milanesa,Carniceria,13000,17,1,6
1263,6,Cerveza,Bebidas,9200,17,1,6
1264,6,Lentejas,Conservas,2600,17,1,6
1265,6,Bananas,Frutas y Verduras,5800,17,1,6
1266,5,Queso rallado,Lacteos,15400,18,2,6
1267,1,Atun enlatado,Conservas,5000,18,2,6
1268,6,Hamburgesas congeladas,Congelados,7600,18,2,6
1269,6,Queso cremoso,Lacteos,13800,18,2,6
1270,5,Medialunas,Panaderia,2800,18,2,6
1271,4,Empanadas,Congelados,10800,18,2,6
1272,1,Cerveza,Bebidas,9200,19,3,6
1273,4,Papas fritas,Congelados,6600,19,3,6
1274,5,Yogur,Lacteos,4200,19,3,6
1275,3,Chorizo,Carniceria,9000,19,3,6
1276,2,Cebolla,Frutas y Verduras,3400,19,3,6
1277,4,Manies,Galletitas y Snacks,4400,19,3,6
1278,2,Chorizo,Carniceria,9000,19,3,6
1279,2,Queso cremoso,Lacteos,13800,19,3,6
1280,3,Pan integral,Panaderia,10000,20,4,6
1281,5,Bananas,Frutas y Verduras,5800,20,4,6
1282,4,Manzanas,Frutas y Verduras,5200,20,4,6
1283,2,Empanadas,Congelados,10800,20,4,6
1284,5,Medialunas,Panaderia,2800,20,4,6
1285,3,Medialunas,Panaderia,2800,20,4,6
1286,2,Galletitas de agua,Galletitas y Snacks,4200,20,4,6
1287,4,Tomates,Frutas y Verduras,5200,20,4,6
1288,6,Papas chips,Galletitas y Snacks,6800,21,5,6
1289,2,Manteca,Lacteos,4500,21,5,6
1290,2,Vino tinto,Bebidas,10800,21,5,6
1291,1,Queso cremoso,Lacteos,13800,21,5,6
1292,3,Arroz,Conservas,3400,21,5,6
1293,4,Medialunas,Panaderia,2800,21,5,6
1294,6,Agua mineral,Bebidas,5000,21,5,6
1295,4,Cebolla,Frutas y Verduras,3400,21,5,6
1296,1,Hamburgesas congeladas,Congelados,7600,21,5,6
1297,1,Lechugas,Frutas y Verduras,3400,22,6,6
1298,2,Queso rallado,Lacteos,15400,22,6,6
1299,5,Manteca,Lacteos,4500,22,6,6
1300,2,Jugos de frutas,Bebidas,7600,22,6,6
1301,4,Chorizo,Carniceria,9000,22,6,6
1302,1,Queso rallado,Lacteos,15400,22,6,6
1303,2,Yogur,Lacteos,4200,22,6,6
1304,4,Milanesa,Carniceria,13000,23,7,6
1305,6,Pan integral,Panaderia,10000,23,7,6
1306,3,Atun enlatado,Conservas,5000,23,7,6
1307,3,Lechugas,Frutas y Verduras,3400,23,7,6
1308,6,Atun enlatado,Conservas,5000,23,7,6
1309,5,Leche,Lacteos,9800,23,7,6
1310,6,Pan integral,Panaderia,10000,23,7,6
1311,6,Arroz,Conservas,3400,24,1,6
1312,4,Empanadas,Congelados,10800,24,1,6
1313,5,Agua mineral,Bebidas,5000,24,1,6
1314,3,Leche,Lacteos,9800,24,1,6
1315,1,Hamburgesas congeladas,Congelados,7600,24,1,6
1316,2,Milanesa,Carniceria,13000,24,1,6
1317,6,Asado,Carniceria,22800,24,1,6
1318,1,Pizza congelada,Congelados,12400,25,2,6
1319,2,Papas fritas,Congelados,6600,25,2,6
1320,3,Hamburgesas congeladas,Congelados,7600,25,2,6
1321,4,Agua mineral,Bebidas,5000,25,2,6
1322,5,Milanesa,Carniceria,13000,25,2,6
1323,6,Leche,Lacteos,9800,25,2,6
1324,6,Queso cremoso,Lacteos,13800,25,2,6
1325,4,Hamburgesas congeladas,Congelados,7600,25,2,6
1326,1,Facturas,Panaderia,9900,25,2,6
1327,6,Galletitas de agua,Galletitas y Snacks,4200,25,2,6
1328,2,Cebolla,Frutas y Verduras,3400,25,2,6
1329,3,Cerveza,Bebidas,9200,25,2,6
1330,4,Jugos de frutas,Bebidas,7600,25,2,6
1331,5,Tomates,Frutas y Verduras,5200,26,3,6
1332,4,Arroz,Conservas,3400,26,3,6
1333,5,Queso rallado,Lacteos,15400,26,3,6
1334,2,Facturas,Panaderia,9900,26,3,6
1335,1,Salchicha,Carniceria,9000,27,4,6
1336,3,Agua mineral,Bebidas,5000,27,4,6
1337,2,Medialunas,Panaderia,2800,27,4,6
1338,2,Vino tinto,Bebidas,10800,27,4,6
1339,6,Queso rallado,Lacteos,15400,27,4,6
1340,2,Empanadas,Congelados,10800,27,4,6
1341,4,Manzanas,Frutas y Verduras,5200,27,4,6
1342,1,Empanadas,Congelados,10800,27,4,6
1343,5,Pollo,Carniceria,14800,27,4,6
1344,5,Galletitas de chocolate,Galletitas y Snacks,5000,28,5,6
1345,4,Yogur,Lacteos,4200,28,5,6
1346,2,Papas chips,Galletitas y Snacks,6800,28,5,6
1347,5,Tortas,Panaderia,12200,28,5,6
1348,6,Salchicha,Carniceria,9000,28,5,6
1349,5,Medialunas,Panaderia,2800,28,5,6
1350,4,Vino tinto,Bebidas,10800,28,5,6
1351,4,Pan frances,Panaderia,6500,28,5,6
1352,6,Salchicha,Carniceria,9000,28,5,6
1353,2,Agua mineral,Bebidas,5000,29,6,6
1354,4,Papas fritas,Congelados,6600,29,6,6
1355,6,Cerveza,Bebidas,9200,29,6,6
1356,6,Agua mineral,Bebidas,5000,29,6,6
1357,4,Vino tinto,Bebidas,10800,29,6,6
1358,1,Lechugas,Frutas y Verduras,3400,29,6,6
1359,5,Salchicha,Carniceria,9000,29,6,6
1360,3,Leche,Lacteos,9800,29,6,6
1361,2,Asado,Carniceria,22800,29,6,6
1362,6,Queso rallado,Lacteos,15400,29,6,6
1363,3,Vino tinto,Bebidas,10800,29,6,6
1364,2,Garbanzos,Conservas,2900,29,6,6
1365,2,Lechugas,Frutas y Verduras,3400,29,6,6
1366,4,Empanadas,Congelados,10800,30,7,6
1367,6,Garbanzos,Conservas,2900,30,7,6
1368,1,Papas chips,Galletitas y Snacks,6800,30,7,6
1369,2,Pizza congelada,Congelados,12400,30,7,6
1370,5,Arroz,Conservas,3400,30,7,6
1371,1,Manzanas,Frutas y Verduras,5200,30,7,6
1372,6,Jugos de frutas,Bebidas,7600,30,7,6
1373,3,Yogur,Lacteos,4200,30,7,6
1374,4,Garbanzos,Conservas,2900,30,7,6
1375,6,Pan frances,Panaderia,6500,30,7,6
1376,4,Salchicha,Carniceria,9000,30,7,6
1377,1,Garbanzos,Conservas,2900,30,7,6
1378,6,Atun enlatado,Conservas,5000,1,1,7
1379,2,Costilla de cerdo,Carniceria,11400,1,1,7
1380,1,Bananas,Frutas y Verduras,5800,1,1,7
1381,2,Zanahorias,Frutas y Verduras,2600,1,1,7
1382,6,Papas fritas,Congelados,6600,1,1,7
1383,4,Medialunas,Panaderia,2800,1,1,7
1384,6,Empanadas,Congelados,10800,1,1,7
1385,3,Facturas,Panaderia,9900,2,2,7
1386,6,Papas fritas,Congelados,6600,2,2,7
1387,2,Atun enlatado,Conservas,5000,2,2,7
1388,3,Bananas,Frutas y Verduras,5800,2,2,7
1389,6,Queso rallado,Lacteos,15400,2,2,7
1390,4,Manteca,Lacteos,4500,2,2,7
1391,6,Arroz,Conservas,3400,2,2,7
1392,2,Garbanzos,Conservas,2900,2,2,7
1393,5,Pizza congelada,Congelados,12400,2,2,7
1394,2,Milanesa,Carniceria,13000,2,2,7
1395,3,Jugos de frutas,Bebidas,7600,2,2,7
1396,4,Jugos de frutas,Bebidas,7600,2,2,7
1397,6,Manzanas,Frutas y Verduras,5200,2,2,7
1398,2,Garbanzos,Conservas,2900,3,3,7
1399,1,Empanadas,Congelados,10800,3,3,7
1400,6,Zanahorias,Frutas y Verduras,2600,3,3,7
1401,3,Leche,Lacteos,9800,3,3,7
1402,4,Queso cremoso,Lacteos,13800,3,3,7
1403,3,Yogur,Lacteos,4200,3,3,7
1404,4,Manzanas,Frutas y Verduras,5200,3,3,7
1405,4,Garbanzos,Conservas,2900,4,4,7
1406,3,Galletitas de chocolate,Galletitas y Snacks,5000,4,4,7
1407,1,Manies,Galletitas y Snacks,4400,4,4,7
1408,3,Milanesa,Carniceria,13000,4,4,7
1409,2,Yogur,Lacteos,4200,4,4,7
1410,2,Vino tinto,Bebidas,10800,4,4,7
1411,1,Queso rallado,Lacteos,15400,4,4,7
1412,6,Tomates,Frutas y Verduras,5200,4,4,7
1413,6,Bananas,Frutas y Verduras,5800,4,4,7
1414,4,Pan frances,Panaderia,6500,4,4,7
1415,1,Queso rallado,Lacteos,15400,4,4,7
1416,6,Manies,Galletitas y Snacks,4400,5,5,7
1417,6,Leche,Lacteos,9800,5,5,7
1418,4,Papas fritas,Congelados,6600,5,5,7
1419,6,Arroz,Conservas,3400,5,5,7
1420,3,Papas fritas,Congelados,6600,5,5,7
1421,1,Galletitas de agua,Galletitas y Snacks,4200,5,5,7
1422,3,Queso cremoso,Lacteos,13800,5,5,7
1423,3,Agua mineral,Bebidas,5000,5,5,7
1424,2,Bananas,Frutas y Verduras,5800,6,6,7
1425,4,Cerveza,Bebidas,9200,6,6,7
1426,6,Manies,Galletitas y Snacks,4400,6,6,7
1427,5,Pollo,Carniceria,14800,6,6,7
1428,2,Queso rallado,Lacteos,15400,6,6,7
1429,5,Medialunas,Panaderia,2800,6,6,7
1430,3,Queso rallado,Lacteos,15400,6,6,7
1431,3,Lentejas,Conservas,2600,6,6,7
1432,5,Bananas,Frutas y Verduras,5800,6,6,7
1433,4,Pollo,Carniceria,14800,6,6,7
1434,5,Pan frances,Panaderia,6500,6,6,7
1435,5,Cerveza,Bebidas,9200,6,6,7
1436,4,Galletitas de chocolate,Galletitas y Snacks,5000,7,7,7
1437,1,Tortas,Panaderia,12200,7,7,7
1438,6,Chorizo,Carniceria,9000,7,7,7
1439,6,Papas fritas,Congelados,6600,7,7,7
1440,5,Manzanas,Frutas y Verduras,5200,7,7,7
1441,6,Manies,Galletitas y Snacks,4400,7,7,7
1442,6,Manzanas,Frutas y Verduras,5200,7,7,7
1443,3,Empanadas,Congelados,10800,7,7,7
1444,1,Atun enlatado,Conservas,5000,7,7,7
1445,1,Arroz,Conservas,3400,7,7,7
1446,1,Pan integral,Panaderia,10000,7,7,7
1447,2,Galletitas de agua,Galletitas y Snacks,4200,7,7,7
1448,6,Pan frances,Panaderia,6500,7,7,7
1449,2,Bananas,Frutas y Verduras,5800,8,1,7
1450,4,Galletitas de chocolate,Galletitas y Snacks,5000,8,1,7
1451,5,Pollo,Carniceria,14800,8,1,7
1452,6,Leche,Lacteos,9800,8,1,7
1453,2,Manzanas,Frutas y Verduras,5200,8,1,7
1454,5,Galletitas de agua,Galletitas y Snacks,4200,8,1,7
1455,1,Tomates,Frutas y Verduras,5200,9,2,7
1456,2,Pollo,Carniceria,14800,9,2,7
1457,3,Leche,Lacteos,9800,9,2,7
1458,5,Galletitas de agua,Galletitas y Snacks,4200,9,2,7
1459,3,Milanesa,Carniceria,13000,9,2,7
1460,5,Empanadas,Congelados,10800,9,2,7
1461,6,Manies,Galletitas y Snacks,4400,9,2,7
1462,6,Manies,Galletitas y Snacks,4400,9,2,7
1463,5,Papas chips,Galletitas y Snacks,6800,9,2,7
1464,2,Pan integral,Panaderia,10000,9,2,7
1465,2,Vino tinto,Bebidas,10800,9,2,7
1466,2,Pan integral,Panaderia,10000,9,2,7
1467,5,Vino tinto,Bebidas,10800,9,2,7
1468,2,Lechugas,Frutas y Verduras,3400,9,2,7
1469,3,Cerveza,Bebidas,9200,9,2,7
1470,1,Tomates,Frutas y Verduras,5200,9,2,7
1471,5,Arroz,Conservas,3400,9,2,7
1472,1,Manzanas,Frutas y Verduras,5200,9,2,7
1473,3,Pizza congelada,Congelados,12400,9,2,7
1474,1,Facturas,Panaderia,9900,9,2,7
1475,5,Agua mineral,Bebidas,5000,10,3,7
1476,2,Arroz,Conservas,3400,10,3,7
1477,3,Tomates,Frutas y Verduras,5200,10,3,7
1478,3,Pizza congelada,Congelados,12400,10,3,7
1479,3,Leche,Lacteos,9800,11,4,7
1480,3,Manteca,Lacteos,4500,11,4,7
1481,1,Facturas,Panaderia,9900,11,4,7
1482,2,Milanesa,Carniceria,13000,11,4,7
1483,2,Costilla de cerdo,Carniceria,11400,11,4,7
1484,5,Arroz,Conservas,3400,11,4,7
1485,3,Tomates,Frutas y Verduras,5200,11,4,7
1486,3,Manteca,Lacteos,4500,11,4,7
1487,4,Vino tinto,Bebidas,10800,11,4,7
1488,1,Papas fritas,Congelados,6600,11,4,7
1489,4,Tortas,Panaderia,12200,11,4,7
1490,1,Papas fritas,Congelados,6600,12,5,7
1491,5,Agua mineral,Bebidas,5000,12,5,7
1492,4,Manies,Galletitas y Snacks,4400,12,5,7
1493,2,Zanahorias,Frutas y Verduras,2600,12,5,7
1494,5,Garbanzos,Conservas,2900,12,5,7
1495,3,Hamburgesas congeladas,Congelados,7600,12,5,7
1496,5,Lentejas,Conservas,2600,12,5,7
1497,6,Papas chips,Galletitas y Snacks,6800,12,5,7
1498,4,Tortas,Panaderia,12200,12,5,7
1499,1,Pan integral,Panaderia,10000,12,5,7
1500,6,Galletitas de agua,Galletitas y Snacks,4200,13,6,7
1501,6,Asado,Carniceria,22800,13,6,7
1502,1,Tortas,Panaderia,12200,13,6,7
1503,4,Tomates,Frutas y Verduras,5200,13,6,7
1504,5,Manteca,Lacteos,4500,13,6,7
1505,3,Hamburgesas congeladas,Congelados,7600,14,7,7
1506,3,Tortas,Panaderia,12200,14,7,7
1507,4,Cerveza,Bebidas,9200,14,7,7
1508,2,Arroz,Conservas,3400,14,7,7
1509,2,Pan integral,Panaderia,10000,14,7,7
1510,2,Galletitas de chocolate,Galletitas y Snacks,5000,14,7,7
1511,4,Tomates,Frutas y Verduras,5200,14,7,7
1512,6,Cebolla,Frutas y Verduras,3400,14,7,7
1513,1,Tomates,Frutas y Verduras,5200,14,7,7
1514,6,Vino tinto,Bebidas,10800,15,1,7
1515,2,Asado,Carniceria,22800,15,1,7
1516,3,Salchicha,Carniceria,9000,15,1,7
1517,2,Queso rallado,Lacteos,15400,16,2,7
1518,4,Tomates,Frutas y Verduras,5200,16,2,7
1519,6,Arroz,Conservas,3400,16,2,7
1520,4,Cerveza,Bebidas,9200,16,2,7
1521,1,Agua mineral,Bebidas,5000,16,2,7
1522,4,Cebolla,Frutas y Verduras,3400,16,2,7
1523,1,Lechugas,Frutas y Verduras,3400,16,2,7
1524,3,Atun enlatado,Conservas,5000,16,2,7
1525,1,Pollo,Carniceria,14800,17,3,7
1526,1,Cebolla,Frutas y Verduras,3400,17,3,7
1527,5,Tomates,Frutas y Verduras,5200,17,3,7
1528,2,Papas fritas,Congelados,6600,17,3,7
1529,3,Lentejas,Conservas,2600,17,3,7
1530,4,Jugos de frutas,Bebidas,7600,17,3,7
1531,2,Salchicha,Carniceria,9000,17,3,7
1532,4,Lechugas,Frutas y Verduras,3400,17,3,7
1533,2,Vino tinto,Bebidas,10800,17,3,7
1534,6,Pan integral,Panaderia,10000,17,3,7
1535,6,Bananas,Frutas y Verduras,5800,17,3,7
1536,6,Lechugas,Frutas y Verduras,3400,17,3,7
1537,6,Agua mineral,Bebidas,5000,18,4,7
1538,3,Atun enlatado,Conservas,5000,18,4,7
1539,3,Queso rallado,Lacteos,15400,18,4,7
1540,6,Papas fritas,Congelados,6600,18,4,7
1541,1,Atun enlatado,Conservas,5000,18,4,7
1542,4,Medialunas,Panaderia,2800,18,4,7
1543,3,Lentejas,Conservas,2600,18,4,7
1544,3,Galletitas de chocolate,Galletitas y Snacks,5000,18,4,7
1545,6,Pollo,Carniceria,14800,19,5,7
1546,5,Chorizo,Carniceria,9000,19,5,7
1547,2,Salchicha,Carniceria,9000,19,5,7
1548,1,Pan frances,Panaderia,6500,19,5,7
1549,4,Queso cremoso,Lacteos,13800,19,5,7
1550,1,Costilla de cerdo,Carniceria,11400,19,5,7
1551,3,Tomates,Frutas y Verduras,5200,19,5,7
1552,1,Chorizo,Carniceria,9000,19,5,7
1553,1,Papas fritas,Congelados,6600,19,5,7
1554,4,Milanesa,Carniceria,13000,19,5,7
1555,6,Hamburgesas congeladas,Congelados,7600,19,5,7
1556,1,Agua mineral,Bebidas,5000,19,5,7
1557,4,Garbanzos,Conservas,2900,19,5,7
1558,2,Zanahorias,Frutas y Verduras,2600,19,5,7
1559,3,Arroz,Conservas,3400,20,6,7
1560,5,Atun enlatado,Conservas,5000,20,6,7
1561,2,Manzanas,Frutas y Verduras,5200,20,6,7
1562,4,Milanesa,Carniceria,13000,20,6,7
1563,1,Pollo,Carniceria,14800,20,6,7
1564,4,Yogur,Lacteos,4200,20,6,7
1565,4,Manteca,Lacteos,4500,20,6,7
1566,2,Zanahorias,Frutas y Verduras,2600,20,6,7
1567,2,Pizza congelada,Congelados,12400,20,6,7
