,ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
1154,357,07/06/2024,52,9,4,1,Completa
1155,1035,7/6/2024,249,20,1,3,Completa
1156,1040,7/6/2024,298,18,6,4,Completa
1157,1165,7/6/2024,30,13,5,5,Pendiente
1158,1182,7/6/2024,169,15,2,1,Completa
1159,1805,7/6/2024,290,31,2,3,Pendiente
1160,2022,7/6/2024,211,30,3,5,Completa
1161,2082,7/6/2024,169,19,2,4,Completa
1162,2376,7/6/2024,168,21,4,3,Completa
1163,2655,7/6/2024,176,18,1,2,Completa
1164,2855,7/6/2024,53,7,5,5,Completa
1165,22,08/06/2024,257,31,6,2,Pendiente
1166,41,08/06/2024,38,30,4,5,Completa
1167,302,08/06/2024,155,14,2,4,Completa
1168,312,08/06/2024,101,38,2,3,Completa
1169,495,08/06/2024,153,35,5,1,Completa
1170,1010,8/6/2024,90,15,4,5,Completa
1171,1343,8/6/2024,288,28,1,3,Completa
1172,1394,8/6/2024,245,20,4,4,Completa
1173,1775,8/6/2024,126,21,1,3,Completa
1174,1787,8/6/2024,203,22,5,5,Completa
1175,1924,8/6/2024,8,26,6,5,Pendiente
1176,2009,8/6/2024,238,30,5,5,Completa
1177,370,09/06/2024,194,21,4,5,Completa
1178,1671,9/6/2024,304,22,6,5,Completa
1179,1780,9/6/2024,40,23,3,4,Completa
1180,2017,9/6/2024,226,7,6,5,Completa
1181,2116,9/6/2024,187,20,4,5,Completa
1182,2186,9/6/2024,234,13,3,1,Pendiente
1183,2405,9/6/2024,77,28,2,1,Completa
1184,2450,9/6/2024,49,3,6,5,Completa
1185,2654,9/6/2024,224,14,3,2,Pendiente
1186,2648,10/6/2024,299,31,1,1,Completa
1187,2653,10/6/2024,255,8,1,2,Pendiente
1188,2657,10/6/2024,171,12,1,4,Completa
1189,683,11/06/2024,200,35,3,4,Completa
1190,685,11/06/2024,201,20,2,3,Completa
1191,959,11/06/2024,66,26,1,1,Completa
1192,967,11/06/2024,55,29,4,5,Completa
1193,1375,11/6/2024,49,4,3,4,Completa
1194,1757,11/6/2024,272,18,1,3,Completa
1195,2437,11/6/2024,139,28,3,5,Completa
1196,2447,11/6/2024,53,18,1,5,Completa
1197,2484,11/6/2024,151,28,1,2,Completa
1198,2586,11/6/2024,184,11,2,4,Completa
1199,2967,11/6/2024,234,17,5,4,Completa
1200,683,11/06/2024,200,35,3,4,Completa
1201,685,11/06/2024,201,20,2,3,Completa
1202,597,12/06/2024,250,10,6,5,Completa
1203,774,12/06/2024,148,5,4,4,Completa
1204,969,12/06/2024,118,37,2,4,Pendiente
1205,1135,12/6/2024,86,9,5,2,Completa
1206,1323,12/6/2024,106,16,3,5,Completa
1207,1425,12/6/2024,306,11,1,4,Completa
1208,1636,12/6/2024,152,12,5,4,Completa
1209,1673,12/6/2024,140,3,3,2,Completa
1210,1741,12/6/2024,61,20,3,1,Completa
1211,2036,12/6/2024,158,10,6,3,Completa
1212,2270,12/6/2024,200,22,4,5,Completa
1213,2685,12/6/2024,40,38,2,4,Completa
1214,2737,12/6/2024,285,19,5,3,Completa
1215,2887,12/6/2024,24,16,6,5,Pendiente
1216,2990,12/6/2024,297,31,3,5,Pendiente
1217,586,13/06/2024,128,25,2,4,Completa
1218,616,13/06/2024,125,20,1,4,Completa
1219,789,13/06/2024,129,26,1,3,Completa
1220,863,13/06/2024,186,32,3,5,Completa
1221,1003,13/6/2024,19,11,1,5,Completa
1222,1064,13/6/2024,152,2,6,1,Completa
1223,1337,13/6/2024,77,4,2,3,Completa
1224,1593,13/6/2024,231,36,6,5,Completa
1225,2074,13/6/2024,172,20,1,5,Completa
1226,2691,13/6/2024,72,20,4,4,Completa
1227,2894,13/6/2024,259,15,2,1,Completa
1228,2975,13/6/2024,50,25,6,5,Completa
1229,309,14/06/2024,148,33,3,5,Completa
1230,603,14/06/2024,249,1,4,5,Pendiente
1231,972,14/06/2024,181,35,2,4,Completa
1232,1543,14/6/2024,130,37,3,2,Completa
1233,2582,14/6/2024,124,32,2,1,Completa
1234,2700,14/6/2024,39,21,6,3,Completa
1235,2767,14/6/2024,245,29,5,5,Completa
1236,2955,14/6/2024,311,20,5,1,Completa
1237,96,15/06/2024,93,14,3,5,Completa
1238,243,15/06/2024,54,32,3,4,Completa
1239,244,15/06/2024,188,7,5,1,Completa
1240,510,15/06/2024,250,10,3,4,Completa
1241,694,15/06/2024,114,19,5,5,Completa
1242,1324,15/6/2024,41,18,5,5,Completa
1243,1369,15/6/2024,232,9,1,1,Completa
1244,1653,15/6/2024,124,6,2,5,Completa
1245,1702,15/6/2024,289,6,1,5,Completa
1246,1803,15/6/2024,100,27,5,4,Completa
1247,1902,15/6/2024,55,37,5,4,Completa
1248,2240,15/6/2024,258,33,4,3,Completa
1249,2364,15/6/2024,285,26,2,4,Pendiente
1250,2435,15/6/2024,80,35,5,4,Completa
1251,2511,15/6/2024,259,37,3,3,Pendiente
1252,694,15/06/2024,114,19,5,5,Completa
1253,506,16/06/2024,287,27,6,4,Completa
1254,579,16/06/2024,144,23,1,3,Completa
1255,622,16/06/2024,244,30,1,4,Completa
1256,660,16/06/2024,205,3,3,5,Completa
1257,733,16/06/2024,111,29,3,3,Completa
1258,836,16/06/2024,165,4,4,3,Pendiente
1259,1131,16/6/2024,134,6,1,3,Pendiente
1260,1354,16/6/2024,71,38,2,1,Pendiente
1261,1404,16/6/2024,57,19,3,3,Completa
1262,1423,16/6/2024,264,1,1,3,Completa
1263,1551,16/6/2024,162,1,1,1,Completa
1264,1643,16/6/2024,170,7,6,2,Completa
1265,1688,16/6/2024,297,12,3,5,Completa
1266,1692,16/6/2024,295,35,2,4,Pendiente
1267,1758,16/6/2024,38,26,4,3,Completa
1268,1881,16/6/2024,218,24,5,3,Completa
1269,949,17/06/2024,29,19,2,3,Pendiente
1270,1167,17/6/2024,311,7,4,5,Completa
1271,1234,17/6/2024,276,25,5,5,Cancelada
1272,1464,17/6/2024,268,18,1,1,Completa
1273,1760,17/6/2024,124,36,2,3,Completa
1274,1761,17/6/2024,260,8,4,4,Completa
1275,2338,17/6/2024,137,29,6,3,Pendiente
1276,2658,17/6/2024,235,36,6,3,Completa
1277,2828,17/6/2024,233,18,6,4,Completa
1278,450,18/06/2024,235,4,5,5,Completa
1279,628,18/06/2024,245,38,1,4,Completa
1280,730,18/06/2024,201,26,6,1,Completa
1281,928,18/06/2024,152,3,6,4,Completa
1282,1341,18/6/2024,133,15,5,1,Pendiente
1283,2050,18/6/2024,58,24,4,2,Completa
1284,343,19/06/2024,14,29,1,4,Completa
1285,861,19/06/2024,34,23,4,5,Completa
1286,865,19/06/2024,60,2,5,1,Completa
1287,1124,19/6/2024,232,7,3,3,Completa
1288,1355,19/6/2024,106,22,2,1,Completa
1289,1530,19/6/2024,2,34,4,4,Completa
1290,2178,19/6/2024,54,7,2,4,Completa
1291,2351,19/6/2024,114,3,2,4,Completa
1292,330,20/06/2024,63,13,3,1,Completa
1293,1509,20/6/2024,36,18,5,4,Completa
1294,1954,20/6/2024,120,17,4,5,Completa
1295,2023,20/6/2024,280,24,2,1,Completa
1296,2257,20/6/2024,137,15,5,3,Completa
1297,2354,20/6/2024,20,15,3,5,Completa
1298,2492,20/6/2024,68,31,2,3,Pendiente
1299,2636,20/6/2024,88,19,4,3,Completa
1300,950,21/06/2024,119,33,6,2,Pendiente
1301,1534,21/6/2024,12,5,2,5,Completa
1302,1583,21/6/2024,53,30,2,1,Completa
1303,1890,21/6/2024,6,3,1,5,Completa
1304,1945,21/6/2024,190,35,3,1,Completa
1305,1987,21/6/2024,90,15,4,4,Completa
1306,2068,21/6/2024,224,27,6,5,Completa
1307,2750,21/6/2024,3,22,4,1,Completa
1308,2956,21/6/2024,307,26,1,3,Completa
1309,98,22/06/2024,177,20,1,1,Completa
1310,533,22/06/2024,83,4,2,5,Completa
1311,743,22/06/2024,271,5,5,5,Completa
1312,1412,22/6/2024,60,28,2,5,Completa
1313,1764,22/6/2024,268,7,4,4,Completa
1314,1843,22/6/2024,139,4,1,1,Completa
1315,2334,22/6/2024,190,2,2,1,Completa
1316,216,23/06/2024,270,8,4,4,Completa
1317,941,23/06/2024,146,13,6,4,Pendiente
1318,1117,23/6/2024,292,38,3,5,Completa
1319,1348,23/6/2024,151,20,3,4,Completa
1320,2163,23/6/2024,168,38,6,2,Completa
1321,2780,23/6/2024,216,1,5,2,Completa
1322,2806,23/6/2024,193,13,6,3,Completa
1323,375,24/06/2024,248,35,6,3,Completa
1324,445,24/06/2024,296,24,4,4,Completa
1325,595,24/06/2024,271,27,5,4,Completa
1326,1901,24/6/2024,53,1,3,3,Completa
1327,2373,24/6/2024,125,26,1,1,Pendiente
1328,2390,24/6/2024,159,8,2,4,Completa
1329,2477,24/6/2024,90,6,6,5,Completa
1330,27,25/06/2024,85,25,1,3,Completa
1331,50,25/06/2024,233,23,2,5,Completa
1332,73,25/06/2024,143,26,3,1,Completa
1333,192,25/06/2024,97,27,4,5,Completa
1334,376,25/06/2024,201,8,5,5,Completa
1335,1347,25/6/2024,223,1,6,5,Completa
1336,1588,25/6/2024,324,3,6,1,Completa
1337,1835,25/6/2024,100,26,4,5,Completa
1338,2438,25/6/2024,287,14,1,5,Pendiente
1339,2552,25/6/2024,310,31,6,5,Completa
1340,2865,25/6/2024,265,22,2,4,Completa
1341,2931,25/6/2024,41,29,3,1,Completa
1342,2942,25/6/2024,215,28,4,3,Completa
1343,570,26/06/2024,185,19,5,3,Completa
1344,2014,26/6/2024,229,35,4,2,Completa
1345,2633,26/6/2024,13,4,5,5,Completa
1346,2820,26/6/2024,258,14,2,4,Completa
1347,191,27/06/2024,186,11,1,3,Completa
1348,460,27/06/2024,166,27,3,1,Completa
1349,578,27/06/2024,180,15,2,5,Completa
1350,750,27/06/2024,198,30,2,5,Completa
1351,2268,27/6/2024,260,4,6,4,Completa
1352,2411,27/6/2024,178,24,2,5,Completa
1353,2516,27/6/2024,268,17,4,5,Completa
1354,2671,27/6/2024,36,24,1,5,Completa
1355,2881,27/6/2024,163,9,5,3,Completa
1356,268,28/06/2024,119,32,5,1,Completa
1357,819,28/06/2024,252,2,4,1,Completa
1358,866,28/06/2024,46,33,2,5,Completa
1359,1695,28/6/2024,103,16,5,3,Completa
1360,1766,28/6/2024,46,11,6,4,Completa
1361,1950,28/6/2024,111,15,5,1,Pendiente
1362,1980,28/6/2024,160,30,4,5,Pendiente
1363,2330,28/6/2024,254,12,4,3,Completa
1364,2946,28/6/2024,296,11,6,5,Pendiente
1365,21,29/06/2024,184,27,2,1,Completa
1366,754,29/06/2024,216,23,4,3,Completa
1367,825,29/06/2024,120,29,6,4,Completa
1368,1329,29/6/2024,233,27,6,1,Completa
1369,1384,29/6/2024,62,30,4,3,Completa
1370,1452,29/6/2024,56,20,1,4,Completa
1371,1462,29/6/2024,86,11,5,5,Completa
1372,1658,29/6/2024,193,1,3,1,Completa
1373,1693,29/6/2024,68,6,2,4,Completa
1374,1797,29/6/2024,192,4,6,5,Completa
1375,1849,29/6/2024,30,30,3,4,Pendiente
1376,2399,29/6/2024,73,37,2,1,Pendiente
1377,2721,29/6/2024,29,20,2,4,Completa
1378,79,30/06/2024,133,24,4,4,Pendiente
1379,599,30/06/2024,61,37,6,4,Completa
1380,920,30/06/2024,50,33,1,1,Completa
1381,1260,30/6/2024,115,25,2,4,Completa
1382,1851,30/6/2024,318,35,5,4,Pendiente
1383,2070,30/6/2024,89,17,1,1,Completa
1384,2314,30/6/2024,171,28,6,3,Completa
1385,2396,30/6/2024,176,2,3,2,Completa
1386,2462,30/6/2024,102,37,4,2,Pendiente
1387,2609,30/6/2024,148,12,6,3,Completa
1388,2663,30/6/2024,251,11,4,5,Pendiente
1389,2766,30/6/2024,185,37,1,1,Completa
1390,507,01/07/2024,73,38,6,5,Completa
1391,804,01/07/2024,154,10,2,5,Pendiente
1392,1052,1/7/2024,219,18,1,3,Pendiente
1393,1159,1/7/2024,233,21,2,1,Completa
1394,1186,1/7/2024,24,23,6,4,Completa
1395,2393,1/7/2024,58,15,4,1,Completa
1396,2672,1/7/2024,49,24,6,3,Completa
1397,201,02/07/2024,141,14,3,4,Completa
1398,219,02/07/2024,24,23,6,4,Completa
1399,306,02/07/2024,14,38,2,5,Completa
1400,474,02/07/2024,25,18,3,4,Completa
1401,1005,2/7/2024,131,4,6,5,Completa
1402,1746,2/7/2024,269,5,4,5,Completa
1403,1798,2/7/2024,167,35,6,5,Completa
1404,1897,2/7/2024,57,37,2,4,Pendiente
1405,2150,2/7/2024,214,25,5,5,Completa
1406,2194,2/7/2024,157,8,2,1,Completa
1407,2224,2/7/2024,286,28,3,4,Pendiente
1408,2787,2/7/2024,249,28,4,5,Completa
1409,2916,2/7/2024,268,17,6,4,Completa
1410,528,03/07/2024,93,37,2,3,Completa
1411,2034,3/7/2024,15,24,1,5,Completa
1412,2077,3/7/2024,62,21,6,4,Completa
1413,2503,3/7/2024,205,1,3,3,Completa
1414,2526,3/7/2024,246,3,4,5,Pendiente
1415,2574,3/7/2024,62,2,3,5,Pendiente
1416,2996,3/7/2024,22,17,4,5,Completa
1417,24,04/07/2024,184,37,4,3,Completa
1418,288,04/07/2024,88,32,3,4,Completa
1419,364,04/07/2024,128,34,1,5,Completa
1420,700,04/07/2024,134,8,3,1,Completa
1421,883,04/07/2024,222,2,2,5,Completa
1422,1036,4/7/2024,230,30,2,5,Completa
1423,1594,4/7/2024,253,4,1,1,Cancelada
1424,1896,4/7/2024,302,19,6,1,Completa
1425,2035,4/7/2024,225,18,6,1,Completa
1426,2191,4/7/2024,80,12,4,3,Completa
1427,2715,4/7/2024,159,4,1,3,Completa
1428,184,05/07/2024,150,34,6,1,Completa
1429,802,05/07/2024,214,1,6,5,Pendiente
1430,1372,5/7/2024,41,23,4,4,Pendiente
1431,1411,5/7/2024,75,35,6,3,Completa
1432,1839,5/7/2024,197,23,3,2,Completa
1433,2529,5/7/2024,77,31,1,5,Completa
1434,2624,5/7/2024,52,3,3,3,Completa
1435,2872,5/7/2024,277,27,3,4,Pendiente
1436,67,06/07/2024,120,18,2,5,Completa
1437,130,06/07/2024,273,29,4,1,Completa
1438,181,06/07/2024,143,34,6,1,Completa
1439,644,06/07/2024,232,9,5,2,Pendiente
1440,960,06/07/2024,200,4,2,4,Completa
1441,1091,6/7/2024,250,15,5,4,Completa
1442,1338,6/7/2024,60,4,3,4,Completa
1443,1626,6/7/2024,171,36,3,1,Completa
1444,2168,6/7/2024,38,18,5,3,Completa
1445,2430,6/7/2024,264,9,4,5,Completa
1446,2900,6/7/2024,152,12,5,4,Completa
1447,2976,6/7/2024,214,29,5,3,Completa
1448,13,07/07/2024,75,32,4,4,Completa
1449,536,07/07/2024,117,16,1,5,Completa
1450,551,07/07/2024,146,7,6,4,Completa
1451,688,07/07/2024,82,23,6,1,Pendiente
1452,957,07/07/2024,198,17,5,4,Completa
1453,975,07/07/2024,40,34,6,4,Completa
1454,981,07/07/2024,33,17,6,5,Completa
1455,1309,7/7/2024,4,24,3,5,Pendiente
1456,1632,7/7/2024,224,38,1,1,Completa
1457,1813,7/7/2024,90,35,1,3,Pendiente
1458,2198,7/7/2024,213,13,1,2,Completa
1459,2832,7/7/2024,171,31,2,4,Completa
1460,2958,7/7/2024,142,12,6,5,Completa
1461,688,07/07/2024,82,23,6,1,Pendiente
1462,663,08/07/2024,183,18,2,5,Completa
1463,746,08/07/2024,47,32,4,4,Pendiente
1464,1123,8/7/2024,164,9,5,4,Completa
1465,1944,8/7/2024,130,1,6,5,Completa
1466,1989,8/7/2024,274,17,2,3,Completa
1467,2256,8/7/2024,242,31,5,2,Completa
1468,97,09/07/2024,103,19,1,4,Pendiente
1469,212,09/07/2024,75,9,2,4,Pendiente
1470,372,09/07/2024,15,1,3,5,Completa
1471,457,09/07/2024,154,31,5,5,Pendiente
1472,557,09/07/2024,208,8,3,5,Completa
1473,798,09/07/2024,10,24,5,4,Completa
1474,1103,9/7/2024,10,34,6,5,Completa
1475,1176,9/7/2024,253,34,6,5,Completa
1476,1475,9/7/2024,39,33,5,5,Completa
1477,1541,9/7/2024,184,13,2,5,Pendiente
1478,1790,9/7/2024,225,30,2,2,Completa
1479,1941,9/7/2024,133,13,2,4,Pendiente
1480,2064,9/7/2024,306,30,5,4,Completa
1481,2432,9/7/2024,190,20,2,5,Pendiente
1482,2536,9/7/2024,194,29,3,3,Completa
1483,2629,9/7/2024,233,19,1,4,Pendiente
1484,2639,9/7/2024,228,35,5,5,Completa
1485,2727,9/7/2024,167,17,1,3,Completa
1486,2788,9/7/2024,18,25,3,4,Completa
1487,2822,9/7/2024,27,14,1,1,Completa
1488,1393,10/7/2024,121,27,5,3,Completa
1489,1628,10/7/2024,307,35,2,4,Completa
1490,2414,10/7/2024,97,19,3,2,Completa
1491,2857,10/7/2024,111,25,3,5,Completa
1492,848,11/07/2024,227,1,3,3,Pendiente
1493,1388,11/7/2024,79,5,3,4,Completa
1494,1514,11/7/2024,156,14,1,4,Completa
1495,1611,11/7/2024,297,8,2,4,Completa
1496,2254,11/7/2024,303,10,2,3,Pendiente
1497,2255,11/7/2024,180,35,5,1,Completa
1498,2290,11/7/2024,216,19,3,5,Pendiente
1499,2496,11/7/2024,262,5,3,4,Completa
1500,2930,11/7/2024,198,30,4,4,Completa
1501,2932,11/7/2024,313,23,1,5,Completa
1502,2963,11/7/2024,9,16,4,5,Completa
1503,560,12/07/2024,300,23,1,5,Completa
1504,646,12/07/2024,25,27,5,4,Completa
1505,1077,12/7/2024,268,34,4,4,Completa
1506,1262,12/7/2024,313,21,2,5,Pendiente
1507,1459,12/7/2024,176,37,5,2,Completa
1508,1476,12/7/2024,12,26,3,1,Completa
1509,1676,12/7/2024,324,36,5,4,Completa
1510,1729,12/7/2024,118,33,6,4,Completa
1511,1791,12/7/2024,250,16,4,4,Completa
1512,2768,12/7/2024,307,13,1,3,Completa
1513,143,13/07/2024,184,31,6,2,Completa
1514,776,13/07/2024,175,6,6,4,Completa
1515,1440,13/7/2024,278,16,1,1,Completa
1516,2052,13/7/2024,322,19,4,4,Completa
1517,2743,13/7/2024,251,5,5,4,Completa
1518,246,14/07/2024,171,26,3,2,Completa
1519,391,14/07/2024,34,16,3,5,Completa
1520,473,14/07/2024,229,29,4,4,Completa
1521,619,14/07/2024,121,35,2,4,Completa
1522,1397,14/7/2024,112,13,2,1,Completa
1523,1620,14/7/2024,267,32,2,4,Completa
1524,1778,14/7/2024,208,19,4,3,Completa
1525,2342,14/7/2024,180,22,6,4,Completa
1526,2886,14/7/2024,67,19,1,1,Completa
1527,548,15/07/2024,229,30,6,5,Pendiente
1528,2083,15/7/2024,44,6,2,4,Completa
1529,2577,15/7/2024,240,11,3,2,Completa
1530,48,16/07/2024,13,4,2,3,Pendiente
1531,74,16/07/2024,125,19,4,5,Pendiente
1532,648,16/07/2024,198,35,6,1,Pendiente
1533,893,16/07/2024,183,29,4,3,Completa
1534,1345,16/7/2024,149,27,1,4,Completa
1535,1400,16/7/2024,299,22,4,4,Completa
1536,1871,16/7/2024,184,20,1,5,Completa
1537,2158,16/7/2024,148,38,3,4,Pendiente
1538,412,17/07/2024,170,9,1,4,Completa
1539,671,17/07/2024,286,22,1,1,Pendiente
1540,768,17/07/2024,168,19,5,3,Completa
1541,974,17/07/2024,175,23,2,5,Completa
1542,1093,17/7/2024,52,36,3,1,Completa
1543,1335,17/7/2024,33,28,4,4,Completa
1544,1664,17/7/2024,17,11,2,4,Pendiente
1545,1898,17/7/2024,261,20,4,4,Completa
1546,2061,17/7/2024,318,30,2,4,Completa
1547,2133,17/7/2024,92,13,6,3,Completa
1548,2139,17/7/2024,234,18,6,4,Completa
1549,2321,17/7/2024,34,20,6,4,Completa
1550,671,17/07/2024,286,22,1,1,Pendiente
1551,489,18/07/2024,152,27,6,5,Completa
1552,519,18/07/2024,174,38,3,1,Completa
1553,549,18/07/2024,211,4,3,5,Pendiente
1554,1216,18/7/2024,123,23,6,3,Completa
1555,1305,18/7/2024,134,38,1,3,Completa
1556,1493,18/7/2024,291,15,4,5,Completa
1557,2412,18/7/2024,5,36,3,1,Completa
1558,2902,18/7/2024,325,32,3,5,Completa
1559,148,19/07/2024,50,9,6,2,Completa
1560,241,19/07/2024,158,7,5,3,Pendiente
1561,335,19/07/2024,277,11,2,4,Pendiente
1562,977,19/07/2024,25,12,1,1,Completa
1563,1395,19/7/2024,265,3,4,4,Pendiente
1564,1546,19/7/2024,283,10,1,3,Completa
1565,2474,19/7/2024,188,19,3,4,Pendiente
1566,2557,19/7/2024,156,7,1,1,Completa
1567,2652,19/7/2024,247,23,1,1,Completa
1568,2800,19/7/2024,226,8,4,2,Completa
1569,2811,19/7/2024,253,26,6,5,Completa
1570,2830,19/7/2024,11,27,1,5,Completa
1571,2966,19/7/2024,203,37,4,4,Completa
1572,2977,19/7/2024,288,21,2,2,Completa
1573,500,20/07/2024,175,35,3,5,Pendiente
1574,514,20/07/2024,298,38,5,5,Completa
1575,682,20/07/2024,200,17,2,2,Completa
1576,707,20/07/2024,216,8,4,3,Completa
1577,777,20/07/2024,235,9,1,5,Completa
1578,803,20/07/2024,227,2,4,4,Pendiente
1579,1461,20/7/2024,87,5,4,1,Completa
1580,1547,20/7/2024,122,21,2,2,Completa
1581,2676,20/7/2024,83,25,2,4,Completa
1582,682,20/07/2024,200,17,2,2,Completa
1583,367,21/07/2024,163,6,3,4,Completa
1584,666,21/07/2024,20,10,3,3,Completa
1585,1017,21/7/2024,200,24,2,3,Completa
1586,1023,21/7/2024,104,4,2,5,Pendiente
1587,1885,21/7/2024,219,17,6,4,Completa
1588,1887,21/7/2024,19,19,2,5,Completa
1589,1943,21/7/2024,235,15,2,4,Completa
1590,2111,21/7/2024,289,23,2,3,Completa
1591,81,22/07/2024,160,10,2,3,Completa
1592,291,22/07/2024,79,37,6,3,Completa
1593,555,22/07/2024,234,27,5,3,Completa
1594,1034,22/7/2024,125,26,3,1,Pendiente
1595,1641,22/7/2024,319,29,6,4,Pendiente
1596,1848,22/7/2024,323,2,5,2,Completa
1597,1990,22/7/2024,242,16,4,5,Completa
1598,2440,22/7/2024,21,35,6,4,Completa
1599,2837,22/7/2024,324,14,1,3,Completa
1600,280,23/07/2024,279,2,1,3,Completa
1601,538,23/07/2024,243,37,1,1,Pendiente
1602,574,23/07/2024,17,17,5,5,Completa
1603,1145,23/7/2024,90,25,6,2,Completa
1604,1261,23/7/2024,318,30,4,1,Completa
1605,1500,23/7/2024,141,23,5,4,Pendiente
1606,1912,23/7/2024,23,21,1,4,Completa
1607,2170,23/7/2024,130,2,1,4,Pendiente
1608,2736,23/7/2024,133,35,4,3,Completa
1609,2749,23/7/2024,248,18,2,1,Completa
1610,2927,23/7/2024,270,13,6,4,Completa
1611,92,24/07/2024,190,22,2,5,Completa
1612,953,24/07/2024,134,33,3,3,Completa
1613,1314,24/7/2024,290,6,3,2,Completa
1614,1994,24/7/2024,323,31,6,5,Completa
1615,2215,24/7/2024,35,28,1,1,Pendiente
1616,2277,24/7/2024,144,36,3,2,Completa
1617,2528,24/7/2024,164,13,1,1,Completa
1618,2695,24/7/2024,58,31,1,5,Completa
1619,2725,24/7/2024,256,6,3,1,Completa
1620,104,25/07/2024,171,21,2,5,Completa
1621,939,25/07/2024,150,14,2,5,Completa
1622,1255,25/7/2024,25,35,6,4,Pendiente
1623,1353,25/7/2024,317,34,3,1,Completa
1624,1408,25/7/2024,124,12,1,5,Completa
1625,1580,25/7/2024,209,9,6,3,Completa
1626,1744,25/7/2024,314,34,3,5,Completa
1627,2471,25/7/2024,32,35,2,3,Completa
1628,2525,25/7/2024,231,38,4,5,Completa
1629,19,26/07/2024,47,31,6,1,Pendiente
1630,323,26/07/2024,295,22,3,2,Completa
1631,392,26/07/2024,150,15,5,5,Completa
1632,410,26/07/2024,165,34,5,2,Pendiente
1633,515,26/07/2024,35,13,3,4,Completa
1634,689,26/07/2024,187,33,3,1,Completa
1635,770,26/07/2024,123,9,1,1,Completa
1636,1004,26/7/2024,71,29,5,5,Completa
1637,1070,26/7/2024,174,12,6,4,Completa
1638,1233,26/7/2024,199,16,4,3,Cancelada
1639,1678,26/7/2024,170,32,6,4,Pendiente
1640,2760,26/7/2024,159,16,5,4,Completa
1641,2779,26/7/2024,237,26,3,5,Completa
1642,2836,26/7/2024,139,13,5,1,Completa
1643,2986,26/7/2024,228,11,4,4,Completa
1644,689,26/07/2024,187,33,3,1,Completa
1645,344,27/07/2024,151,19,2,3,Pendiente
1646,475,27/07/2024,314,36,5,1,Completa
1647,771,27/07/2024,78,32,4,2,Completa
1648,1516,27/7/2024,22,14,2,4,Completa
1649,1858,27/7/2024,301,26,2,4,Pendiente
1650,2237,27/7/2024,233,38,5,4,Completa
1651,2282,27/7/2024,192,6,6,4,Completa
1652,2293,27/7/2024,300,6,3,4,Completa
1653,411,28/07/2024,142,23,5,4,Completa
1654,838,28/07/2024,304,38,3,1,Completa
1655,2389,28/7/2024,64,29,1,1,Completa
1656,178,29/07/2024,159,21,1,3,Pendiente
1657,257,29/07/2024,249,28,5,4,Pendiente
1658,531,29/07/2024,24,27,2,4,Completa
1659,701,29/07/2024,77,21,2,3,Pendiente
1660,1515,29/7/2024,22,3,3,1,Completa
1661,1850,29/7/2024,301,15,4,4,Completa
1662,2994,29/7/2024,162,17,3,3,Completa
1663,121,30/07/2024,114,38,4,5,Completa
1664,202,30/07/2024,170,6,5,4,Completa
1665,308,30/07/2024,153,29,2,4,Completa
1666,381,30/07/2024,140,29,4,2,Completa
1667,906,30/07/2024,179,13,1,5,Completa
1668,930,30/07/2024,91,7,6,4,Completa
1669,1106,30/7/2024,153,2,1,4,Pendiente
1670,1196,30/7/2024,239,32,2,1,Completa
1671,1520,30/7/2024,209,1,4,5,Completa
1672,1617,30/7/2024,162,32,1,4,Completa
1673,1672,30/7/2024,188,8,5,5,Completa
1674,1938,30/7/2024,125,16,3,4,Completa
1675,2423,30/7/2024,157,1,5,3,Completa
1676,2656,30/7/2024,207,14,4,5,Completa
1677,2846,30/7/2024,200,15,4,5,Completa
1678,2849,30/7/2024,153,26,2,4,Completa
1679,146,31/07/2024,148,8,2,4,Completa
1680,220,31/07/2024,156,5,6,5,Pendiente
1681,1279,31/7/2024,302,33,4,1,Completa
1682,1297,31/7/2024,32,24,2,1,Completa
1683,1316,31/7/2024,251,2,3,4,Pendiente
1684,1352,31/7/2024,205,7,6,4,Pendiente
1685,47,01/08/2024,86,31,4,2,Completa
1686,631,01/08/2024,120,20,1,1,Completa
1687,929,01/08/2024,164,31,5,3,Pendiente
1688,1090,1/8/2024,43,3,3,4,Pendiente
1689,1973,1/8/2024,80,20,3,3,Completa
1690,2118,1/8/2024,199,7,2,5,Completa
1691,2210,1/8/2024,140,5,2,3,Completa
1692,2285,1/8/2024,78,4,3,4,Pendiente
1693,2408,1/8/2024,89,15,1,5,Completa
1694,2502,1/8/2024,326,31,5,1,Completa
1695,57,02/08/2024,305,13,1,5,Completa
1696,313,02/08/2024,250,30,1,5,Completa
1697,333,02/08/2024,26,35,1,1,Completa
1698,336,02/08/2024,80,20,6,5,Completa
1699,356,02/08/2024,278,2,6,4,Completa
1700,550,02/08/2024,221,4,5,1,Completa
1701,1377,2/8/2024,85,31,6,1,Pendiente
1702,1407,2/8/2024,242,6,4,4,Completa
1703,1496,2/8/2024,213,9,5,5,Pendiente
1704,1522,2/8/2024,167,6,6,2,Completa
1705,1955,2/8/2024,78,30,6,4,Completa
1706,2361,2/8/2024,164,21,5,5,Pendiente
1707,305,03/08/2024,78,11,6,4,Completa
1708,1895,3/8/2024,125,13,4,5,Completa
1709,1937,3/8/2024,326,25,1,1,Completa
1710,2046,3/8/2024,13,22,1,5,Completa
